Flight_No,Airline,Destination,Via,Departure_Time,Terminal_Gate,Expected_Pax
QF1,Qantas,Singapore,Direct,2024-03-31 16:35:00,T1-06,197
QR007,Qatar Airways,Doha,Direct,2024-03-31 20:45:00,T1-50,168
UA839,United Airlines,Los Angeles,Direct,2024-03-31 21:03:00,T1-06,338
EK413,Emirates,Dubai,Direct,2024-03-31 21:10:00,T1-07,360
GA715,Garuda Indonesia,Bali,Direct,2024-04-01 07:28:00,T1-14,397
SQ211,Singapore Airlines,Singapore,Direct,2024-04-01 07:55:00,T1-33,387
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-01 08:47:00,T1-53,383
TG476,Thai Airways,Bangkok,Direct,2024-04-01 08:57:00,T1-11,288
MU502,China Eastern,Shanghai,Direct,2024-04-01 09:12:00,T1-07,198
PR211,Philippine Airlines,Manila,Direct,2024-04-01 09:28:00,T1-52,218
OZ602,Asiana Airlines,Seoul,Direct,2024-04-01 09:42:00,T1-25,299
JL771,Japan Airlines,Tokyo,Direct,2024-04-01 09:59:00,T1-54,358
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-01 10:30:00,T1-52,174
KE601,Korean Air,Seoul,Direct,2024-04-01 11:33:00,T1-30,366
QF7,Qantas,Los Angeles,Direct,2024-04-01 11:51:00,T1-23,381
SQ213,Singapore Airlines,Singapore,Direct,2024-04-01 13:32:00,T1-54,232
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-01 15:48:00,T1-25,294
QF1,Qantas,Singapore,Direct,2024-04-01 16:35:00,T1-16,384
QR007,Qatar Airways,Doha,Direct,2024-04-01 20:49:00,T1-47,199
EK413,Emirates,Dubai,Direct,2024-04-01 21:07:00,T1-02,311
GA715,Garuda Indonesia,Bali,Direct,2024-04-02 07:31:00,T1-07,270
TR13,Scoot,Singapore,Direct,2024-04-02 07:40:00,T1-35,226
SQ211,Singapore Airlines,Singapore,Direct,2024-04-02 07:57:00,T1-19,308
5J32,Cebu Pacific,Manila,Direct,2024-04-02 08:05:00,T1-10,308
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-02 08:42:00,T1-34,204
MU502,China Eastern,Shanghai,Direct,2024-04-02 09:19:00,T1-09,277
JL771,Japan Airlines,Tokyo,Direct,2024-04-02 10:00:00,T1-05,226
CA781,Air China,Beijing,Direct,2024-04-02 10:01:00,T1-46,312
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-02 10:29:00,T1-49,357
NH880,ANA,Tokyo,Direct,2024-04-02 11:18:00,T1-19,203
KE601,Korean Air,Seoul,Direct,2024-04-02 11:30:00,T1-29,253
QF7,Qantas,Los Angeles,Direct,2024-04-02 11:59:00,T1-46,252
QF1,Qantas,Singapore,Direct,2024-04-02 16:34:00,T1-15,166
UA839,United Airlines,Los Angeles,Direct,2024-04-02 20:58:00,T1-04,370
EK413,Emirates,Dubai,Direct,2024-04-02 21:05:00,T1-48,153
GA715,Garuda Indonesia,Bali,Direct,2024-04-03 07:31:00,T1-45,367
SQ211,Singapore Airlines,Singapore,Direct,2024-04-03 07:58:00,T1-06,320
TG476,Thai Airways,Bangkok,Direct,2024-04-03 08:59:00,T1-39,352
PR211,Philippine Airlines,Manila,Direct,2024-04-03 09:27:00,T1-55,342
OZ602,Asiana Airlines,Seoul,Direct,2024-04-03 09:41:00,T1-36,368
JL771,Japan Airlines,Tokyo,Direct,2024-04-03 09:55:00,T1-51,302
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-03 10:33:00,T1-49,151
KE601,Korean Air,Seoul,Direct,2024-04-03 11:25:00,T1-51,328
QF7,Qantas,Los Angeles,Direct,2024-04-03 12:00:00,T1-13,299
SQ213,Singapore Airlines,Singapore,Direct,2024-04-03 13:25:00,T1-41,285
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-03 15:48:00,T1-38,348
QF1,Qantas,Singapore,Direct,2024-04-03 16:26:00,T1-25,327
QR007,Qatar Airways,Doha,Direct,2024-04-03 20:45:00,T1-01,334
EK413,Emirates,Dubai,Direct,2024-04-03 21:13:00,T1-27,160
GA715,Garuda Indonesia,Bali,Direct,2024-04-04 07:35:00,T1-48,192
TR13,Scoot,Singapore,Direct,2024-04-04 07:50:00,T1-19,400
SQ211,Singapore Airlines,Singapore,Direct,2024-04-04 08:04:00,T1-25,362
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-04 08:46:00,T1-27,163
TG476,Thai Airways,Bangkok,Direct,2024-04-04 08:57:00,T1-51,172
MU502,China Eastern,Shanghai,Direct,2024-04-04 09:20:00,T1-27,288
JL771,Japan Airlines,Tokyo,Direct,2024-04-04 09:58:00,T1-25,221
CA781,Air China,Beijing,Direct,2024-04-04 10:02:00,T1-31,287
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-04 10:28:00,T1-16,323
NH880,ANA,Tokyo,Direct,2024-04-04 11:17:00,T1-24,302
KE601,Korean Air,Seoul,Direct,2024-04-04 11:32:00,T1-09,323
QF7,Qantas,Los Angeles,Direct,2024-04-04 11:51:00,T1-10,182
SQ213,Singapore Airlines,Singapore,Direct,2024-04-04 13:35:00,T1-37,247
QF1,Qantas,Singapore,Direct,2024-04-04 16:35:00,T1-47,248
UA839,United Airlines,Los Angeles,Direct,2024-04-04 20:58:00,T1-14,277
EK413,Emirates,Dubai,Direct,2024-04-04 21:06:00,T1-34,304
GA715,Garuda Indonesia,Bali,Direct,2024-04-05 07:30:00,T1-25,351
SQ211,Singapore Airlines,Singapore,Direct,2024-04-05 07:56:00,T1-34,175
5J32,Cebu Pacific,Manila,Direct,2024-04-05 07:58:00,T1-17,194
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-05 08:42:00,T1-23,217
MU502,China Eastern,Shanghai,Direct,2024-04-05 09:19:00,T1-21,282
PR211,Philippine Airlines,Manila,Direct,2024-04-05 09:33:00,T1-15,218
OZ602,Asiana Airlines,Seoul,Direct,2024-04-05 09:46:00,T1-46,157
JL771,Japan Airlines,Tokyo,Direct,2024-04-05 10:04:00,T1-36,381
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-05 10:30:00,T1-14,235
KE601,Korean Air,Seoul,Direct,2024-04-05 11:35:00,T1-15,260
QF7,Qantas,Los Angeles,Direct,2024-04-05 12:00:00,T1-36,339
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-05 15:47:00,T1-36,208
QF1,Qantas,Singapore,Direct,2024-04-05 16:28:00,T1-47,291
QR007,Qatar Airways,Doha,Direct,2024-04-05 20:40:00,T1-12,207
EK413,Emirates,Dubai,Direct,2024-04-05 21:10:00,T1-15,205
GA715,Garuda Indonesia,Bali,Direct,2024-04-06 07:31:00,T1-28,167
TR13,Scoot,Singapore,Direct,2024-04-06 07:42:00,T1-12,388
SQ211,Singapore Airlines,Singapore,Direct,2024-04-06 07:58:00,T1-22,168
TG476,Thai Airways,Bangkok,Direct,2024-04-06 09:05:00,T1-27,276
PR211,Philippine Airlines,Manila,Direct,2024-04-06 09:25:00,T1-02,241
OZ602,Asiana Airlines,Seoul,Direct,2024-04-06 09:44:00,T1-04,295
JL771,Japan Airlines,Tokyo,Direct,2024-04-06 09:58:00,T1-49,288
CA781,Air China,Beijing,Direct,2024-04-06 10:01:00,T1-25,393
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-06 10:25:00,T1-17,159
NH880,ANA,Tokyo,Direct,2024-04-06 11:14:00,T1-11,191
KE601,Korean Air,Seoul,Direct,2024-04-06 11:27:00,T1-02,208
QF7,Qantas,Los Angeles,Direct,2024-04-06 11:52:00,T1-45,296
SQ213,Singapore Airlines,Singapore,Direct,2024-04-06 13:26:00,T1-53,167
QF1,Qantas,Singapore,Direct,2024-04-06 16:31:00,T1-49,277
UA839,United Airlines,Los Angeles,Direct,2024-04-06 20:57:00,T1-43,287
EK413,Emirates,Dubai,Direct,2024-04-06 21:05:00,T1-53,267
GA715,Garuda Indonesia,Bali,Direct,2024-04-07 07:35:00,T1-52,256
5J32,Cebu Pacific,Manila,Direct,2024-04-07 08:00:00,T1-35,261
SQ211,Singapore Airlines,Singapore,Direct,2024-04-07 08:01:00,T1-26,311
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-07 08:47:00,T1-44,352
TG476,Thai Airways,Bangkok,Direct,2024-04-07 08:57:00,T1-51,275
MU502,China Eastern,Shanghai,Direct,2024-04-07 09:10:00,T1-20,251
PR211,Philippine Airlines,Manila,Direct,2024-04-07 09:26:00,T1-08,208
JL771,Japan Airlines,Tokyo,Direct,2024-04-07 10:00:00,T1-26,191
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-07 10:29:00,T1-45,253
NH880,ANA,Tokyo,Direct,2024-04-07 11:20:00,T1-25,325
KE601,Korean Air,Seoul,Direct,2024-04-07 11:35:00,T1-10,301
QF7,Qantas,Los Angeles,Direct,2024-04-07 11:55:00,T1-51,352
SQ213,Singapore Airlines,Singapore,Direct,2024-04-07 13:31:00,T1-14,231
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-07 15:45:00,T1-03,262
QF1,Qantas,Singapore,Direct,2024-04-07 16:33:00,T1-36,358
QR007,Qatar Airways,Doha,Direct,2024-04-07 20:40:00,T1-29,384
UA839,United Airlines,Los Angeles,Direct,2024-04-07 20:57:00,T1-24,213
EK413,Emirates,Dubai,Direct,2024-04-07 21:14:00,T1-13,266
GA715,Garuda Indonesia,Bali,Direct,2024-04-08 07:27:00,T1-21,194
SQ211,Singapore Airlines,Singapore,Direct,2024-04-08 07:56:00,T1-54,274
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-08 08:46:00,T1-27,193
TG476,Thai Airways,Bangkok,Direct,2024-04-08 09:03:00,T1-51,363
MU502,China Eastern,Shanghai,Direct,2024-04-08 09:20:00,T1-37,361
PR211,Philippine Airlines,Manila,Direct,2024-04-08 09:25:00,T1-44,370
OZ602,Asiana Airlines,Seoul,Direct,2024-04-08 09:46:00,T1-13,397
JL771,Japan Airlines,Tokyo,Direct,2024-04-08 10:00:00,T1-24,281
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-08 10:32:00,T1-09,244
KE601,Korean Air,Seoul,Direct,2024-04-08 11:25:00,T1-03,180
QF7,Qantas,Los Angeles,Direct,2024-04-08 11:50:00,T1-55,185
SQ213,Singapore Airlines,Singapore,Direct,2024-04-08 13:27:00,T1-36,317
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-08 15:48:00,T1-21,294
QF1,Qantas,Singapore,Direct,2024-04-08 16:26:00,T1-23,308
QR007,Qatar Airways,Doha,Direct,2024-04-08 20:49:00,T1-13,176
EK413,Emirates,Dubai,Direct,2024-04-08 21:14:00,T1-12,168
GA715,Garuda Indonesia,Bali,Direct,2024-04-09 07:35:00,T1-01,357
TR13,Scoot,Singapore,Direct,2024-04-09 07:42:00,T1-01,173
5J32,Cebu Pacific,Manila,Direct,2024-04-09 07:55:00,T1-37,178
SQ211,Singapore Airlines,Singapore,Direct,2024-04-09 08:02:00,T1-49,395
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-09 08:50:00,T1-42,165
MU502,China Eastern,Shanghai,Direct,2024-04-09 09:10:00,T1-22,159
JL771,Japan Airlines,Tokyo,Direct,2024-04-09 10:02:00,T1-04,305
CA781,Air China,Beijing,Direct,2024-04-09 10:03:00,T1-16,285
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-09 10:26:00,T1-40,334
NH880,ANA,Tokyo,Direct,2024-04-09 11:10:00,T1-31,230
KE601,Korean Air,Seoul,Direct,2024-04-09 11:26:00,T1-24,188
QF7,Qantas,Los Angeles,Direct,2024-04-09 12:00:00,T1-49,323
QF1,Qantas,Singapore,Direct,2024-04-09 16:32:00,T1-22,287
UA839,United Airlines,Los Angeles,Direct,2024-04-09 21:01:00,T1-10,357
EK413,Emirates,Dubai,Direct,2024-04-09 21:08:00,T1-34,273
GA715,Garuda Indonesia,Bali,Direct,2024-04-10 07:35:00,T1-11,269
SQ211,Singapore Airlines,Singapore,Direct,2024-04-10 07:57:00,T1-04,301
TG476,Thai Airways,Bangkok,Direct,2024-04-10 08:56:00,T1-55,364
PR211,Philippine Airlines,Manila,Direct,2024-04-10 09:32:00,T1-53,198
OZ602,Asiana Airlines,Seoul,Direct,2024-04-10 09:44:00,T1-06,316
JL771,Japan Airlines,Tokyo,Direct,2024-04-10 09:56:00,T1-45,226
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-10 10:27:00,T1-40,255
KE601,Korean Air,Seoul,Direct,2024-04-10 11:33:00,T1-23,355
QF7,Qantas,Los Angeles,Direct,2024-04-10 11:50:00,T1-32,333
SQ213,Singapore Airlines,Singapore,Direct,2024-04-10 13:28:00,T1-11,260
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-10 15:41:00,T1-52,363
QF1,Qantas,Singapore,Direct,2024-04-10 16:31:00,T1-48,191
QR007,Qatar Airways,Doha,Direct,2024-04-10 20:44:00,T1-28,266
EK413,Emirates,Dubai,Direct,2024-04-10 21:08:00,T1-02,246
GA715,Garuda Indonesia,Bali,Direct,2024-04-11 07:30:00,T1-45,260
TR13,Scoot,Singapore,Direct,2024-04-11 07:45:00,T1-03,385
SQ211,Singapore Airlines,Singapore,Direct,2024-04-11 08:05:00,T1-01,236
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-11 08:47:00,T1-20,194
TG476,Thai Airways,Bangkok,Direct,2024-04-11 09:04:00,T1-45,218
MU502,China Eastern,Shanghai,Direct,2024-04-11 09:20:00,T1-46,367
JL771,Japan Airlines,Tokyo,Direct,2024-04-11 09:55:00,T1-43,337
CA781,Air China,Beijing,Direct,2024-04-11 09:57:00,T1-45,383
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-11 10:35:00,T1-11,221
NH880,ANA,Tokyo,Direct,2024-04-11 11:10:00,T1-30,197
KE601,Korean Air,Seoul,Direct,2024-04-11 11:28:00,T1-48,266
QF7,Qantas,Los Angeles,Direct,2024-04-11 11:51:00,T1-06,208
SQ213,Singapore Airlines,Singapore,Direct,2024-04-11 13:25:00,T1-23,370
QF1,Qantas,Singapore,Direct,2024-04-11 16:26:00,T1-16,170
UA839,United Airlines,Los Angeles,Direct,2024-04-11 20:55:00,T1-11,375
EK413,Emirates,Dubai,Direct,2024-04-11 21:15:00,T1-16,165
GA715,Garuda Indonesia,Bali,Direct,2024-04-12 07:32:00,T1-38,308
5J32,Cebu Pacific,Manila,Direct,2024-04-12 08:01:00,T1-21,291
SQ211,Singapore Airlines,Singapore,Direct,2024-04-12 08:05:00,T1-55,280
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-12 08:44:00,T1-24,226
MU502,China Eastern,Shanghai,Direct,2024-04-12 09:19:00,T1-45,237
PR211,Philippine Airlines,Manila,Direct,2024-04-12 09:29:00,T1-36,227
OZ602,Asiana Airlines,Seoul,Direct,2024-04-12 09:45:00,T1-33,294
JL771,Japan Airlines,Tokyo,Direct,2024-04-12 10:04:00,T1-16,274
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-12 10:32:00,T1-48,342
KE601,Korean Air,Seoul,Direct,2024-04-12 11:26:00,T1-26,345
QF7,Qantas,Los Angeles,Direct,2024-04-12 11:58:00,T1-18,166
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-12 15:46:00,T1-13,238
QF1,Qantas,Singapore,Direct,2024-04-12 16:34:00,T1-41,164
QR007,Qatar Airways,Doha,Direct,2024-04-12 20:50:00,T1-15,349
EK413,Emirates,Dubai,Direct,2024-04-12 21:12:00,T1-06,250
GA715,Garuda Indonesia,Bali,Direct,2024-04-13 07:30:00,T1-53,175
TR13,Scoot,Singapore,Direct,2024-04-13 07:40:00,T1-22,269
SQ211,Singapore Airlines,Singapore,Direct,2024-04-13 07:57:00,T1-39,314
TG476,Thai Airways,Bangkok,Direct,2024-04-13 09:04:00,T1-09,182
PR211,Philippine Airlines,Manila,Direct,2024-04-13 09:34:00,T1-43,376
OZ602,Asiana Airlines,Seoul,Direct,2024-04-13 09:50:00,T1-01,176
JL771,Japan Airlines,Tokyo,Direct,2024-04-13 10:03:00,T1-52,229
CA781,Air China,Beijing,Direct,2024-04-13 10:05:00,T1-13,214
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-13 10:25:00,T1-22,341
NH880,ANA,Tokyo,Direct,2024-04-13 11:19:00,T1-40,347
KE601,Korean Air,Seoul,Direct,2024-04-13 11:26:00,T1-16,237
QF7,Qantas,Los Angeles,Direct,2024-04-13 11:53:00,T1-27,395
SQ213,Singapore Airlines,Singapore,Direct,2024-04-13 13:29:00,T1-27,328
QF1,Qantas,Singapore,Direct,2024-04-13 16:33:00,T1-08,150
UA839,United Airlines,Los Angeles,Direct,2024-04-13 21:00:00,T1-34,301
EK413,Emirates,Dubai,Direct,2024-04-13 21:14:00,T1-47,360
GA715,Garuda Indonesia,Bali,Direct,2024-04-14 07:34:00,T1-31,182
SQ211,Singapore Airlines,Singapore,Direct,2024-04-14 08:00:00,T1-27,345
5J32,Cebu Pacific,Manila,Direct,2024-04-14 08:00:00,T1-44,279
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-14 08:48:00,T1-15,221
TG476,Thai Airways,Bangkok,Direct,2024-04-14 09:05:00,T1-51,165
MU502,China Eastern,Shanghai,Direct,2024-04-14 09:13:00,T1-20,314
PR211,Philippine Airlines,Manila,Direct,2024-04-14 09:26:00,T1-34,301
JL771,Japan Airlines,Tokyo,Direct,2024-04-14 09:55:00,T1-16,355
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-14 10:32:00,T1-06,153
NH880,ANA,Tokyo,Direct,2024-04-14 11:10:00,T1-44,156
KE601,Korean Air,Seoul,Direct,2024-04-14 11:34:00,T1-12,324
QF7,Qantas,Los Angeles,Direct,2024-04-14 11:53:00,T1-51,291
SQ213,Singapore Airlines,Singapore,Direct,2024-04-14 13:34:00,T1-49,398
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-14 15:50:00,T1-46,333
QF1,Qantas,Singapore,Direct,2024-04-14 16:34:00,T1-03,352
QR007,Qatar Airways,Doha,Direct,2024-04-14 20:47:00,T1-09,310
UA839,United Airlines,Los Angeles,Direct,2024-04-14 20:56:00,T1-07,313
EK413,Emirates,Dubai,Direct,2024-04-14 21:07:00,T1-07,317
GA715,Garuda Indonesia,Bali,Direct,2024-04-15 07:27:00,T1-16,224
SQ211,Singapore Airlines,Singapore,Direct,2024-04-15 07:55:00,T1-17,372
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-15 08:48:00,T1-55,169
TG476,Thai Airways,Bangkok,Direct,2024-04-15 08:59:00,T1-31,312
MU502,China Eastern,Shanghai,Direct,2024-04-15 09:13:00,T1-03,255
PR211,Philippine Airlines,Manila,Direct,2024-04-15 09:29:00,T1-15,228
OZ602,Asiana Airlines,Seoul,Direct,2024-04-15 09:50:00,T1-37,199
JL771,Japan Airlines,Tokyo,Direct,2024-04-15 09:56:00,T1-09,184
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-15 10:31:00,T1-40,371
KE601,Korean Air,Seoul,Direct,2024-04-15 11:29:00,T1-07,226
QF7,Qantas,Los Angeles,Direct,2024-04-15 11:56:00,T1-19,257
SQ213,Singapore Airlines,Singapore,Direct,2024-04-15 13:31:00,T1-47,336
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-15 15:43:00,T1-16,390
QF1,Qantas,Singapore,Direct,2024-04-15 16:29:00,T1-53,292
QR007,Qatar Airways,Doha,Direct,2024-04-15 20:46:00,T1-18,333
EK413,Emirates,Dubai,Direct,2024-04-15 21:07:00,T1-11,259
GA715,Garuda Indonesia,Bali,Direct,2024-04-16 07:28:00,T1-45,194
TR13,Scoot,Singapore,Direct,2024-04-16 07:40:00,T1-03,315
SQ211,Singapore Airlines,Singapore,Direct,2024-04-16 07:59:00,T1-22,153
5J32,Cebu Pacific,Manila,Direct,2024-04-16 08:04:00,T1-14,311
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-16 08:43:00,T1-16,309
MU502,China Eastern,Shanghai,Direct,2024-04-16 09:15:00,T1-43,160
CA781,Air China,Beijing,Direct,2024-04-16 09:56:00,T1-19,325
JL771,Japan Airlines,Tokyo,Direct,2024-04-16 09:59:00,T1-50,331
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-16 10:27:00,T1-40,190
NH880,ANA,Tokyo,Direct,2024-04-16 11:10:00,T1-22,279
KE601,Korean Air,Seoul,Direct,2024-04-16 11:32:00,T1-32,173
QF7,Qantas,Los Angeles,Direct,2024-04-16 11:53:00,T1-40,153
QF1,Qantas,Singapore,Direct,2024-04-16 16:33:00,T1-10,203
UA839,United Airlines,Los Angeles,Direct,2024-04-16 20:58:00,T1-27,261
EK413,Emirates,Dubai,Direct,2024-04-16 21:13:00,T1-35,197
GA715,Garuda Indonesia,Bali,Direct,2024-04-17 07:34:00,T1-32,306
SQ211,Singapore Airlines,Singapore,Direct,2024-04-17 07:59:00,T1-43,370
TG476,Thai Airways,Bangkok,Direct,2024-04-17 08:58:00,T1-41,311
PR211,Philippine Airlines,Manila,Direct,2024-04-17 09:25:00,T1-36,183
OZ602,Asiana Airlines,Seoul,Direct,2024-04-17 09:40:00,T1-40,243
JL771,Japan Airlines,Tokyo,Direct,2024-04-17 09:55:00,T1-46,343
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-17 10:25:00,T1-03,277
KE601,Korean Air,Seoul,Direct,2024-04-17 11:25:00,T1-46,305
QF7,Qantas,Los Angeles,Direct,2024-04-17 11:54:00,T1-20,319
SQ213,Singapore Airlines,Singapore,Direct,2024-04-17 13:35:00,T1-12,369
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-17 15:48:00,T1-09,294
QF1,Qantas,Singapore,Direct,2024-04-17 16:31:00,T1-07,369
QR007,Qatar Airways,Doha,Direct,2024-04-17 20:50:00,T1-34,398
EK413,Emirates,Dubai,Direct,2024-04-17 21:05:00,T1-06,298
GA715,Garuda Indonesia,Bali,Direct,2024-04-18 07:30:00,T1-40,377
TR13,Scoot,Singapore,Direct,2024-04-18 07:49:00,T1-45,294
SQ211,Singapore Airlines,Singapore,Direct,2024-04-18 08:05:00,T1-38,220
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-18 08:46:00,T1-52,232
TG476,Thai Airways,Bangkok,Direct,2024-04-18 09:02:00,T1-30,367
MU502,China Eastern,Shanghai,Direct,2024-04-18 09:12:00,T1-03,384
JL771,Japan Airlines,Tokyo,Direct,2024-04-18 10:03:00,T1-10,389
CA781,Air China,Beijing,Direct,2024-04-18 10:03:00,T1-49,172
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-18 10:34:00,T1-20,179
NH880,ANA,Tokyo,Direct,2024-04-18 11:17:00,T1-38,237
KE601,Korean Air,Seoul,Direct,2024-04-18 11:26:00,T1-31,348
QF7,Qantas,Los Angeles,Direct,2024-04-18 11:54:00,T1-12,182
SQ213,Singapore Airlines,Singapore,Direct,2024-04-18 13:26:00,T1-02,216
QF1,Qantas,Singapore,Direct,2024-04-18 16:34:00,T1-24,296
UA839,United Airlines,Los Angeles,Direct,2024-04-18 21:03:00,T1-42,289
EK413,Emirates,Dubai,Direct,2024-04-18 21:05:00,T1-49,319
GA715,Garuda Indonesia,Bali,Direct,2024-04-19 07:33:00,T1-44,257
5J32,Cebu Pacific,Manila,Direct,2024-04-19 07:55:00,T1-22,266
SQ211,Singapore Airlines,Singapore,Direct,2024-04-19 07:56:00,T1-04,370
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-19 08:42:00,T1-24,293
MU502,China Eastern,Shanghai,Direct,2024-04-19 09:17:00,T1-45,276
PR211,Philippine Airlines,Manila,Direct,2024-04-19 09:26:00,T1-04,160
OZ602,Asiana Airlines,Seoul,Direct,2024-04-19 09:46:00,T1-49,311
JL771,Japan Airlines,Tokyo,Direct,2024-04-19 09:59:00,T1-35,253
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-19 10:33:00,T1-45,244
KE601,Korean Air,Seoul,Direct,2024-04-19 11:31:00,T1-28,165
QF7,Qantas,Los Angeles,Direct,2024-04-19 11:51:00,T1-34,311
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-19 15:44:00,T1-36,310
QF1,Qantas,Singapore,Direct,2024-04-19 16:27:00,T1-05,314
QR007,Qatar Airways,Doha,Direct,2024-04-19 20:40:00,T1-29,181
EK413,Emirates,Dubai,Direct,2024-04-19 21:10:00,T1-15,352
GA715,Garuda Indonesia,Bali,Direct,2024-04-20 07:33:00,T1-54,299
TR13,Scoot,Singapore,Direct,2024-04-20 07:47:00,T1-44,201
SQ211,Singapore Airlines,Singapore,Direct,2024-04-20 08:01:00,T1-38,301
TG476,Thai Airways,Bangkok,Direct,2024-04-20 08:57:00,T1-10,179
PR211,Philippine Airlines,Manila,Direct,2024-04-20 09:25:00,T1-38,233
OZ602,Asiana Airlines,Seoul,Direct,2024-04-20 09:40:00,T1-31,383
CA781,Air China,Beijing,Direct,2024-04-20 09:56:00,T1-52,240
JL771,Japan Airlines,Tokyo,Direct,2024-04-20 09:56:00,T1-43,249
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-20 10:35:00,T1-05,176
NH880,ANA,Tokyo,Direct,2024-04-20 11:19:00,T1-08,201
KE601,Korean Air,Seoul,Direct,2024-04-20 11:35:00,T1-25,357
QF7,Qantas,Los Angeles,Direct,2024-04-20 11:53:00,T1-12,196
SQ213,Singapore Airlines,Singapore,Direct,2024-04-20 13:25:00,T1-21,222
QF1,Qantas,Singapore,Direct,2024-04-20 16:27:00,T1-47,369
UA839,United Airlines,Los Angeles,Direct,2024-04-20 20:55:00,T1-31,286
EK413,Emirates,Dubai,Direct,2024-04-20 21:12:00,T1-33,392
GA715,Garuda Indonesia,Bali,Direct,2024-04-21 07:25:00,T1-25,311
5J32,Cebu Pacific,Manila,Direct,2024-04-21 08:00:00,T1-28,181
SQ211,Singapore Airlines,Singapore,Direct,2024-04-21 08:02:00,T1-33,265
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-21 08:43:00,T1-22,170
TG476,Thai Airways,Bangkok,Direct,2024-04-21 08:55:00,T1-29,276
MU502,China Eastern,Shanghai,Direct,2024-04-21 09:11:00,T1-15,336
PR211,Philippine Airlines,Manila,Direct,2024-04-21 09:25:00,T1-38,397
JL771,Japan Airlines,Tokyo,Direct,2024-04-21 10:02:00,T1-30,345
CX101,Cathay Pacific,Hong Kong,Direct,2024-04-21 10:35:00,T1-37,338
NH880,ANA,Tokyo,Direct,2024-04-21 11:11:00,T1-39,199
KE601,Korean Air,Seoul,Direct,2024-04-21 11:28:00,T1-04,290
QF7,Qantas,Los Angeles,Direct,2024-04-21 11:56:00,T1-18,178
SQ213,Singapore Airlines,Singapore,Direct,2024-04-21 13:27:00,T1-28,362
CX103,Cathay Pacific,Hong Kong,Direct,2024-04-21 15:43:00,T1-53,301
QF1,Qantas,Singapore,Direct,2024-04-21 16:34:00,T1-09,284
QR007,Qatar Airways,Doha,Direct,2024-04-21 20:49:00,T1-33,202
UA839,United Airlines,Los Angeles,Direct,2024-04-21 21:04:00,T1-55,157
EK413,Emirates,Dubai,Direct,2024-04-21 21:15:00,T1-14,202
GA715,Garuda Indonesia,Bali,Direct,2024-04-22 07:32:00,T1-31,298
SQ211,Singapore Airlines,Singapore,Direct,2024-04-22 08:01:00,T1-20,382
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-04-22 08:44:00,T1-06,336
TG476,Thai Airways,Bangkok,Direct,2024-04-22 08:59:00,T1-06,369
MU502,China Eastern,Shanghai,Direct,2024-04-22 09:10:00,T1-20,219
